AreaID,ClassID,county_id,DevCategory,parcel_id,job_spaces,resunits,Acres,sf_res,sf_com,acres_res,acres_com
0,8,1.0,Developable,48.0,0.0,0.0,14.636327164657683,0.0,0.0,0.0,0.0
0,8,1.0,Redevelopable,13.0,108.94353850250242,0.249295119364,15.23865879606832,498.590238729,46916.01522617846,0.0705869719001,15.168071824168218
0,8,1.0,Remain,56.0,1257.65788813891,8.624897068802602,40.61669484576272,10809.745772086899,586355.1647668962,1.5811903124634383,39.035504533299296
0,8,1.0,Undevelopable,17.0,0.0,27.9738006937,8.426638327149345,42936.4272088,0.0,0.0,0.0
1,6,2.0,Developable,23.0,0.0,0.0,26.560251860202307,0.0,0.0,0.0,0.0
1,6,2.0,Redevelopable,2.0,11.991520529030002,0.0,0.949249402531,0.0,11691.7325158,0.0,0.949249402531
1,6,2.0,Remain,31.0,685.9586280589023,165.8912806015418,25.015701931489318,48719.642541362104,328355.6176469109,7.740835217334519,17.2748667141548
1,6,2.0,Undevelopable,1.0,0.0,0.0,3.98373565657,0.0,0.0,0.0,0.0
2,8,2.0,Developable,86.0,0.0,0.0,30.891084754865947,0.0,0.0,0.0,0.0
2,8,2.0,Redevelopable,51.0,445.56284621987,25.565294292820003,38.83831860004812,37353.56777121,200040.52769752,15.049947894390098,23.788370705657996
2,8,2.0,Remain,581.0,2851.7272166230573,510.17364832913296,172.43711094167304,861614.4524346461,1504849.5157952115,75.15430329683127,97.28280764484174
2,8,2.0,Undevelopable,25.0,128.92496491862,1.4931381172629998,25.75970620950904,2300.682930295,62308.406272219996,0.0,0.0
3,6,2.0,Developable,5.0,0.0,0.0,4.437524499527999,0.0,0.0,0.0,0.0
3,6,2.0,Remain,317.0,0.0,293.2930308762898,75.53011299995678,908848.1402686427,0.0,75.53011299995678,0.0
3,6,2.0,Undevelopable,9.0,0.0,0.0,18.084790823145813,0.0,0.0,0.0,0.0
4,6,2.0,Developable,26.0,0.0,0.0,47.923856757995104,0.0,0.0,0.0,0.0
4,6,2.0,Remain,1.0,32.0106886571,0.0,49.8792148256,0.0,31210.4214406,0.0,49.8792148256
4,6,2.0,Undevelopable,18.0,53.9689564329,0.0,26.361189130855696,0.0,52619.7325221,0.0,0.0
5,6,2.0,Developable,82.0,0.0,0.0,11.061768198752798,0.0,0.0,0.0,0.0
5,6,2.0,Redevelopable,21.0,97.35622530036001,6.265432099551999,5.882127582523599,8641.169272447001,60614.23113431601,0.7300080604047,5.152119522118899
5,6,2.0,Remain,235.0,1358.9647453435364,365.63070023458346,44.742062773083326,763482.9925040867,778560.3453116543,15.864721002227247,28.877341770856077
5,6,2.0,Undevelopable,13.0,0.245208822477,0.0,12.8604380310424,0.0,155.217184628,0.0,0.0
6,6,2.0,Undevelopable,25.0,4680.7617115899675,0.0,125.60956614454369,0.0,4008347.024051934,0.0,0.0
7,2,4.0,Developable,56.0,0.0,0.0,37.056140248538874,0.0,0.0,0.0,0.0
7,2,4.0,Redevelopable,2.0,0.0,0.192731168677492,0.24843184854092,354.43261919905,0.0,0.24843184854092,0.0
7,2,4.0,Remain,27.0,0.0,9.410319665377266,13.360919683136993,34744.71154488478,0.0,13.360919683136993,0.0
7,2,4.0,Undevelopable,22.0,0.0,0.9994405919637916,13.578357285091597,2932.3586968186496,0.0,0.0,0.0
8,4,2.0,Developable,25.0,0.0,0.0,8.155801985928301,0.0,0.0,0.0,0.0
8,4,2.0,Redevelopable,25.0,254.816952943906,12.806647155753,6.986876477556298,12312.056070920999,109807.465255857,1.1911031960158,5.795773281540501
8,4,2.0,Remain,65.0,190.79114837397202,73.48560332229698,14.8906410026095,84962.028957409,114938.86044282002,4.8162211310523,10.0744198715572
8,4,2.0,Undevelopable,31.0,5.820675150531001,0.0,18.112620496690838,0.0,3489.0542522719998,0.0,0.0
8,8,2.0,Developable,6.0,0.0,0.0,0.229941707659425,0.0,0.0,0.0,0.0
8,8,2.0,Redevelopable,5.0,5.462050580965999,0.0,0.5105070004601,0.0,3192.235078806,0.0,0.5105070004601
8,8,2.0,Remain,4.0,23.20496144531,0.0,1.100773234211,0.0,14171.108023221,0.0,1.100773234211
8,8,2.0,Undevelopable,34.0,125.086456110497,0.0,6.7842094587860835,0.0,79092.360424918,0.0,0.0
9,6,2.0,Developable,34.0,0.0,0.0,5.951510530305509,0.0,0.0,0.0,0.0
9,6,2.0,Redevelopable,38.0,224.8475218257187,9.582746552247999,15.42248373591436,11026.138698448001,166563.0703548331,1.2436014960608,14.17888223985356
9,6,2.0,Remain,115.0,502.1295889663061,175.2431962591119,26.954257396987416,188148.1073702641,267938.54573472735,7.5379931797509645,19.41626421723645
9,6,2.0,Undevelopable,42.0,4.754765937748,0.0,17.025310693433212,0.0,4635.896789304,0.0,0.0
10,4,2.0,Developable,41.0,0.0,0.0,59.97587045965879,0.0,0.0,0.0,0.0
10,4,2.0,Redevelopable,5.0,219.4470255882,0.0,11.887003046259,0.0,115223.41603144,0.0,11.887003046259
